id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code
1974,CYYD,medium_airport,Smithers Airport,54.82469940185547,-127.18299865722656,1712,NA,CA,CA-BC,Smithers,yes,CYYD,YYD,CYYD
1975,CYYE,medium_airport,Fort Nelson Airport,58.8363990784,-122.597000122,1253,NA,CA,CA-BC,Fort Nelson,yes,CYYE,YYE,CYYE
1976,CYYF,medium_airport,Penticton Airport,49.46310043334961,-119.60199737548828,1129,NA,CA,CA-BC,Penticton,yes,CYYF,YYF,CYYF
1977,CYYG,medium_airport,Charlottetown Airport,46.290000915527344,-63.12110137939453,160,NA,CA,CA-PE,Charlottetown,yes,CYYG,YYG,CYYG
1979,CYYJ,medium_airport,Victoria International Airport,48.647201,-123.427792,63,NA,CA,CA-BC,Victoria,yes,CYYJ,YYJ,CYYJ
1980,CYYL,medium_airport,Lynn Lake Airport,56.86389923095703,-101.07599639892578,1170,NA,CA,CA-MB,Lynn Lake,yes,CYYL,YYL,CYYL
1982,CYYN,medium_airport,Swift Current Airport,50.291900634799994,-107.691001892,2680,NA,CA,CA-SK,Swift Current,no,CYYN,YYN,CYYN
1984,CYYQ,medium_airport,Churchill Airport,58.739200592041016,-94.06500244140625,94,NA,CA,CA-MB,Churchill,yes,CYYQ,YYQ,CYYQ
1985,CYYR,medium_airport,Goose Bay Airport,53.3191986084,-60.4258003235,160,NA,CA,CA-NL,Goose Bay,yes,CYYR,YYR,CYYR
1986,CYYT,large_airport,St. John's International Airport,47.618599,-52.7519,461,NA,CA,CA-NL,St. John's,yes,CYYT,YYT,CYYT
1987,CYYU,medium_airport,Kapuskasing Airport,49.411587,-82.469645,743,NA,CA,CA-ON,Kapuskasing,no,CYYU,YYU,CYYU
